Code depot;Article;Designation;Rangement;Stock reel;Stock mini;Mini à commander;Maxi à commander;Cde cli en cours;Cde four en cours;Prix unitaire de vente;Prix unitaire d'achat;Numeros de serie;Famille article;Autre designation;Fournisseurs;Code fournisseur;Référence fournisseur;Code famille fournisseur
000;072007;CHANGEMENT DOT MATRIX DCC2;;-134;0;0;0;0;0;181;0;;;;;;;
000;1987585C1EX;BOITIER TRANSMISSION;;0;0;0;0;0;0;345;0;;BOITIER;;;;;
000;283392260_3R;AGROPLUS DASHBOARD MASSEY  2.8339.226.0 REMAN 283392260/3R;;-1;0;0;0;0;0;249;0;;TDB;'=Z1452;;;;
000;283392420_1R;AGROPLUS DASHBOARD MASSEY  2.8339.242.0 REMAN 283392420/1R;;-2;0;0;0;0;0;249;0;;TDB;'=Z1452;;;;
000;283392430_1R;AGROPLUS DASHBOARD MASSEY  2.8339.243.0/1R REMAN 283392430/1R;;-2;0;0;0;0;0;249;0;;MODULE;'=Z1452;;;;
000;3383891E3;ELECTRONIC DRAFT CONTROL BOSCH 0538201008 REMAN 3383891E3;;-1;0;0;0;0;0;236;0;;RELEVAGE;;;;;
000;3777609E96;DCC DASHBOARD MASSEY 377609Mxx REMAN 3777609E96;;-1;0;0;0;0;0;210;0;;TDB;=Z1455;;;;
000;3783591R3;DCC DASHBOARD MASSEY 3783590Mxx REMAN 3783591R3;;-33;0;0;0;0;0;210;0;;TDB;'=Z1455;;;;
000;3787409E97;DCC2 DASHBOARD MASSEY 3787409Mxx REMAN 3787409E97;;-57;0;0;0;0;0;209;0;;TDB;'= Z1575;;;;
000;3787412E95;DCC2 DASHBOARD MASSEY 3787412Mxx REMAN 3787412E95;;-28;0;0;0;0;0;209;0;;TDB;'=Z1575;;;;
000;3790842R3;BOITIER TC 3791704H95    7700049277   PHOENIX;;-5;0;0;0;0;0;318;0;;CONTROL;Z815 - E00409;;;;
000;3791700E6;TCU AUTOTRONIC 3 MASSEY 3794459Hxx REMAN 3791700E6;;-105;0;0;0;0;0;243;0;;CONTROL;Z572;;;;
000;3792094E1;TCU AUTOTRONIC 2 MASSEY 3792092Hxx REMAN - 3792094E1;;-19;0;0;0;0;0;325;0;;CONTROL;Z571;;;;
000;3792434R1;DATATRONIC 2 MONITOR MF 3792437Hxx  REMAN 3792434R1;;-19;0;0;0;0;0;248;0;;MONITEUR;;;;;
000;3796026E9;DISTRIBUTEUR 0014307 ELECTRO HYDRAULIQUE BOSCH COMPLET;;-11;0;0;0;0;0;422;0;;MODULE;;;;;
000;3796027E9;DISTRIBUTEUR 0014307 ELECTRO HYDRAULIQUE BOSCH COMPLET;;-12;0;0;0;0;0;422;0;;MODULE;Z5236;;;;
000;3797234E6;DISTRIBUTEUR 0014307 ELECTRO HYDRAULIQUE BOSCH COMPLET;;-177;0;0;0;0;0;422;0;;MODULE;Z5236;;;;
000;3821949E91;CENTRAL DISPLAY DASHBOARD FOR 4300 TRACTOR MF 3821949Mxx REMAN;;-6;0;0;0;0;0;388;0;;TDB;;;;;
000;4225172E1;BOITIER ECM GESTION MOTEUR 2874A100/3944125   PERKINS;;-10;0;0;0;0;0;377;0;;MODULE;Z2386;;;;
000;4277461E97;DATATRONIC 3 MF 4277461M94/M97  REMAN 4277461E97;;-1;0;0;0;0;0;339;0;;CONTROL;Z2291;;;;
000;4349876E93;MODULE FEU DE TRAVAIL 4349876M91/4291754M97     SELCO/AGCO;;-6;0;0;0;0;0;239;0;;MODULE;Z4874;;;;
000;716200R5;REWORKED CONTROL UNIT 716200A5;;-6;0;0;0;0;0;955;0;;BOITIER;;;;;
000;944030573EX;CONSOLE 944 030 573 M.A.V. TYPE VL  MCE / N.H.;;0;0;0;0;0;0;397;0;;CONTROL;;;;;
000;9973682;BOITIER ELECTRO ECH;;74;0;0;0;0;0;528;380;;BOITIER;;;;;
000;A0000;EMBASE MALE 19PTS HD30 DEUTSCH - HD34-24-19PN;21D11;1;0;0;0;0;0;63;16,59;;CONNECTEUR;DELAI 1 SEMAINE CHEZ LADD CP A0002 ;A0000*E119*;E119;HD34-24-19PN;CNI
000;A0001;EMBASE MALE 3PTS CPC AMP - 206036-2;8G11;2;0;2;3;0;0;12,54;3,11;;CONNECTEUR;££££££££ INFO £££££££££ CP A0562 ;A0001*F80*;F80;2211145;BCA
000;A0002;CONN FEM 19PTS HD30 DEUTSCH - HD36-24-19SN;21D10;1;0;0;0;0;0;67;21,48;;CONNECTEUR;CP A0000;A0002*E119*;E119;HD36-24-19SN;CNI
000;A0003;CONN FEM 19PTS HDP20 DEUTSCH - HDP26-24-19SN;21D11;1;0;0;0;0;0;40,8;18,57;;CONNECTEUR;CP A8514;A0003*E46*;E46;571-HDP26-24-19SN;BCA
000;A0004;SERRE CABLE HD30 DEUTSCH - 0409-201-2400;21E06;58;10;25;50;0;0;21,95;9,82;;CONNECTEUR;;A0004*F80*;F80;1839284;BCA
000;A0005;ADAPTATEUR POUR SERRE CABLE TAILLE 24 HD30 DEUTSCH - 428-204-2490;21E06;26;10;25;50;0;0;11,99;6,74;;CONNECTEUR;TAILLE 24  ;A0005*E46*;E46;571-0428-204-2490;BCA
000;A0006;CONTACT FEM 20-16AWG DT DEUTSCH - 462-201-16141 (VTE=A15796) ;18F02 + 21C05;6938;1500;5000;5000;299;0;1,47;0,21;;CONNECTEUR;CP A0026  AWG 16 => SI RUPTURE A15796  EXTTRACTEUR A0561;A0006*F228*;F228;462-201-16141;BCA
000;A0007;CONTACT FEM 14-12AWG DEUTSCH - 0462-203-12141 ;18A10;917;150;1000;1000;0;0;1,58;0,38;;CONNECTEUR;VOIR INFO  -  AWG 12  EXTRACTEUR A0008;A0007*F143*;F143;0462-203-12141;BCA
000;A0008;EXTRACTEUR JAUNE TAILLE 12 (DTP) DEUTSCH - 114010;21E11;29;4;10;20;0;0;6,67;1,64;;OUTILLAGE;POUR COSSES A0007 - AWG 12;A0008*F40*;F40;1841935;BCA
000;A0009;EXTRACTEUR BLEU TAILLE 16 (DT) DEUTSCH - 0411-204-1605;21E11;8;5;10;20;0;0;7,28;1,35;;OUTILLAGE;POUR COSSES A0006 - AWG 16;A0009*E46*;E46;571-0411-204-1605;BCA
000;A0010;CONN MALE 12PTS DT DEUTSCH - DT04-12PA;9M16 + 21D05;83;8;50;50;1;0;15,94;2,36;;CONNECTEUR;CONTACT A0026 CP A0018;A0010*E46*;E46; 571-DT04-12PA ;BCA
000;A0011;CALE MALE 12PTS DEUTSCH - W12P/AW12P;9M16;72;15;100;100;1;0;1,36;0,23;;CONNECTEUR;;A0011*E46*;E46;654-AW12P ;BCA
000;A0012;CONN MALE 8PTS DT DEUTSCH - DT04-08PA;9G07;13;5;20;20;0;0;11,19;2,82;;CONNECTEUR;CAPOT A17909 CP A0020 ;A0012*E119*;E119;DT04-08PA;CNI
000;A0013;CALE MALE 8PTS DEUTSCH - W8P;9G07;29;5;20;20;0;0;1,24;0,17;;CONNECTEUR;;A0013*E119*;E119;W8P;CNI
000;A0014;CONN MALE 3PTS DT DEUTSCH - DT04-3P;8G01 + 20D06;109;8;50;50;1;0;5,31;0,67;;CONNECTEUR;CP A0022;A0014*F40*;F40;2564100;BCA
000;A0015;CALE MALE 3PTS DEUTSCH - W3P;8G01;125;8;20;50;1;0;0,79;0,09;;CONNECTEUR;;A0015*F80*;F80;1878982;BCA
000;A0016;CONN MALE 2PTS DT DEUTSCH - DT04-2P;8C13+20D03;29;25;200;200;5;0;3,96;0,35;;CONNECTEUR;VOIR   INFO  -- CAPOT A7348 CONTACT A0026 CP A0024;A0016*E119*;E119;DT04-2P;CNI
000;A0017;CALE MALE 2PTS DEUTSCH - W2P;8C13;69;50;300;300;5;0;0,79;0,05;;CONNECTEUR;  VOIR  INFO;A0017*E119*;E119;W2P;CNI
000;A0018;CONN FEM 12PTS GRIS CODE A DT DEUTSCH - DT06-12SA;9J11 + 21D05;86;8;100;100;1;0;11,87;2,03;;CONNECTEUR;CALE A0019 CONTACT A0006 CP A0010;;;;
000;A0019;CALE FEM 12PTS DT DEUTSCH - W12S;9J11 + 21D05;101;15;100;100;1;0;1,36;0,2;;CONNECTEUR;;;;;
000;A0020;CONN FEM DT 8PTS DEUTSCH - DT06-08SA;9E07+20D10;21;5;30;30;0;0;11,19;1,5;;CONNECTEUR;CAPOT A17909 CP A0012;A0020*E119*;E119;DT06-08SA;CNI
000;A0021;CALE FEM 8PTS DEUTSCH - W8S;9E07+20D10;37;5;30;30;0;0;1,24;0,09;;CONNECTEUR;;A0021*E119*;E119;W8S;CNI
000;A0022;CONN FEM DT 3PTS DEUTSCH - DT06-3S;8E01;31;20;200;200;6;0;5,31;0,85;;CONNECTEUR;CP A0014;A0022*F80*;F80;425682;BCA
000;A0023;CALE FEM 3PTS DEUTSCH - W3S;8E01;48;10;50;100;6;0;0,79;0,06;;CONNECTEUR;;A0023*F80*;F80;425670;BCA
000;A0024;CONN FEM DT 2PTS DEUTSCH - DT06-2S;8A13;140;50;200;300;26;0;3,96;0,75;;CONNECTEUR;VOIR INFO -- CAPOT A15614 CONTACT A0006 CP A0016;A0024*F143*;F143;DT06-2S;BCA
000;A0025;CALE FEM 2PTS DEUTSCH - W2S;8A13;139;20;200;200;26;0;0,79;0,06;;CONNECTEUR;VOIR INFO;A0025*F143*;F143;W2S;BCA
000;A0026;CONTACT MALE 20-16AWG DT DEUTSCH - 460-202-16141=AT60-202-16141;18L02 + 21B03;8682;400;2000;5000;49;0;1,47;0,14;;CONNECTEUR;VOIR INFO  EGAL : A15886 (OU A15873);A0026*F80*;F80;1879041;BCA
000;A0027;PINCE A SERTIR CONTACT DEUTSCH - HDT-48-00;;0;0;0;0;0;0;533;354;;OUTILLAGE;POUR CONTACTS TAILLE 12-16-20 => A0006-A0026-A0007-A0860-A3760-A3761;A0027*F80*;F80;425973;BCA
000;A0028;PLOT D'ETANCHEITE BLANC 16AWG DT/HD DEUTSCH - 114017;18A01;256;20;200;200;0;0;0,45;0,06;;CONNECTEUR;;A0028*F80*;F80;425430;BCA
000;A0029;(VOIR A0051)RELAIS 12VDC OMRON - G6H-2-100;;0;0;0;0;0;0;0;2,4;;RELAIS;'= A0051;A0029*F26*;F26;;BCA
000;A0030;RELAIS 12VDC SPDT 1NO/NC (5 BROCHES) OMRON - G6RN-1 12VDC;19C10;79;10;100;100;0;0;8,26;0,69;;RELAIS;;;;;
000;A0031;RELAIS 5VDC SPST 1NO (4PATTES) OMRON - G6RN-1A 5VDC;19D01;8;7;25;25;0;0;8,49;3,72;;RELAIS;;A0031*F40*;F40;9949968;BCA
000;A0032;RELAIS 24VDC OMRON - G2RL-2 8 AMPERE;19G04;31;2;5;10;0;0;28,2;3,52;;RELAIS;;A0032*F80*;F80;3650591;BCA
000;A0033;RELAIS 12VDC OMRON - G5CE-1 12VDC;19C15;10;0;0;0;0;0;0;3,21;;RELAIS;P1338;A0033*F80*;F80;5082524;BCA
000;A0034;RELAIS 12VDC OMRON - G6AK-234P ;19A13;2;1;5;5;0;0;0;5,35;;RELAIS;P1336;A0034*E46*;E46;653G6AK-234P-DC12;BCA
000;A0035;RELAIS 5VDC OMRON - G6B-1114P ;19B01;4;1;3;5;0;0;0;3,56;;RELAIS;;A0035*F80*;F80;369719;BCA
000;A0036;RELAIS 12VDC OMRON- G6E-134P-US DC12;19C12;2;0;0;0;0;0;0;4,84;;RELAIS;;A0036*F40*;F40;9949178;BCA
000;A0037;RELAIS 12VDC 25A - G8H-1C4T = TE CONN V23074A1001A403 // 4-1904124-3;19C06 + 21B01;425;50;480;480;0;0;16,72;2,24;;RELAIS;P1155 SUPPORT: A8335;A0037*F40*;F40;1197662;BCA
000;A0038;RELAIS 5VDC OMRON - G6C-2117P-US-DC5;19B01;1;0;2;2;0;0;18,42;8,01;;RELAIS;P0864;A0038*E46*;E46;653-G6C-2117P-US-DC5;BCA
000;A0039;RELAIS OMRON 24VDC - G5V-2 DC24;19E05;10;1;2;2;0;0;0;2,61;;RELAIS;;A0039*F40*;F40;9949500;BCA
000;A0040;RELAIS 12VDC  OMRON - G5LE-1 DC12;19D15;22;10;20;20;0;0;7,23;2,07;;RELAIS;P1071;A0040*F80*;F80;3998225;BCA
000;A0041;RELAIS 24VDC OMRON 4RT - MY4-02 ;19H07;5;1;2;2;0;0;0;5,2;;RELAIS;;A0041*F40*;F40;1340946;BCA
000;A0042;RELAIS 5VDC OMRON - G6C-1117P ;19B01;13;0;0;0;0;0;0;5,78;;RELAIS;P0863;A0042*F40*;F40;9949020;BCA
000;A0043;RELAIS 5VDC OMRON - G5AK-234P ;19A01;14;0;0;0;0;0;0;2,83;;RELAIS;;A0043*F40*;F40;178-444;BCA
000;A0044;RELAIS 12VDC NAIS JW1FSN-12VDC    EQUIV A0055;19D14;8;2;10;10;0;0;12,21;1,82;;RELAIS;VOIR A0055;A0044*E46*;E46;769-JW1FSN-DC12V;BCA
000;A0045;RELAIS 12VDC NAIS - S2-12V;19C11;22;1;5;5;0;0;48,8;13,2;;RELAIS;;A0045*F80*;F80;1279213;BCA
000;A0046;RELAIS 12VDC  NAIS - ACT512 ;;0;0;0;2;0;0;0;4,43;;RELAIS;;A0046*F80*;F80;4231179;BCA
000;A0047;RELAIS 12VDC NAIS - CB1-P-12V;19C05;8;3;25;25;0;0;18,42;3,15;;RELAIS;;A0047*F80*;F80;8155094;BCA
000;A0048;RELAIS 12VDC SPDT 40A NAIS - CB1-12V = V23136-A4-X58;19C05 + 21B05;111;10;50;100;0;0;33,9;2,96;;RELAIS;V23136-A4-X58  POUR CAPTEUR HUMID. JD;A0048*F80*;F80;1782012;BCA
000;A0049;RELAIS 12VDC  NAIS - CF2-12V;19B16;15;5;10;25;0;0;41,9;4,8;;RELAIS; ;A0049*E194*;E194;SEI-CF2-12V-ACF231;BCA
000;A0050;RELAIS 12VDC NAIS - CP1-12V   = ACP131;19B12;13;5;20;20;0;0;17,56;2,18;;RELAIS;;A0050*E46*;E46;769-CP1-12V;BCA
000;A0051;RELAIS 12VDC NAIS - TQ2-12V;19A13;46;12;50;50;0;0;0;2,55;;RELAIS;'= A0029;A0051*F40*;F40;1200949;BCA
000;A0052;RELAIS 12VDC SPDT 40A FORM C - FRA2C-1-DC12 PX1203;19A08 + 21B02;570;150;500;500;0;0;10,06;0,6;;RELAIS;;A0052*E73*;E73;FRA2C 1 DC12;CNI
000;A0053;(=A0960) RELAIS 12VDC 16A FINDER - 40.61.9.012.0000 ;19A06 + 21B04;76;25;50;100;0;0;18,42;1,66;;RELAIS;'=A0960;A0053*F7*;F7;HP406112DC;BCA
000;A0054;RELAIS 24VDC FINDER 16A 1RT - 40.61.9.024.0000;19F07;19;5;15;30;0;0;11,54;1,53;;RELAIS;;A0054*F7*;F7;HP406124DC;BCA
000;A0055;RELAIS 12VDC FINDER OU OMRON 10A  - 40.31 OU G2R-1-DC12;19C06 + 21B01;408;100;500;500;0;0;17,56;0,86;;RELAIS;£££ VOIR INFO £££ EQUI A2482;A0055*F143*;F143;G2R112DC;BCA
000;A0056;RELAIS 12VDC 2RT INVERSEUR 8A FINDER - 40.52.9.012.0000/G2R-2-DC12;19A08+21B04;209;10;20;50;0;0;23,73;1,87;;RELAIS;;A0056*F7*;F7;HP405212DC;BCA
000;A0057;£££ANNULE£££ RELAIS 12VDC 16A FINDER - 5531 ;;0;0;0;0;0;0;0;0;;RELAIS;;A0057*F7*;F7;;BCA
000;A0058;RELAIS 12VDC 10A FINDER - 6043 ;19G03;2;0;0;0;0;0;0;11,91;;RELAIS;;A0058*F40*;F40;431-503;BCA
000;A0059;RELAIS 12VDC SCHRACK - RTD14012 ;19B10;20;4;15;20;0;0;11,54;2,91;;RELAIS;P1067;A0059*F80*;F80;1986977;BCA
000;A0060;RELAIS 12VDC SCHRACK 6A - RE034012 = 32.21.7.012.2300 ;19D10;42;5;20;20;0;0;27,4;2,5;;RELAIS;;A0060*F80*;F80;4926681;BCA
000;A0061;RELAIS 12VDC SCHRACK - V23092-A1012-A301;19A16;22;8;20;30;0;0;16,46;6,78;;RELAIS;EQUIVALENT > FINDER 34.51.7.012.0010  12V 6A>>RS;A0061*F80*;F80;4572830;BCA
000;A0062;RELAIS 12VDC PCB 1RT - TE CONN 6-1393215-9 OU SCHRACK V23057-B002-A201;19F03;13;8;20;20;0;0;31,7;3,69;;RELAIS;;A0062*F143*;F143;6-1393215-9;BCA
000;A0063;RELAIS 12VDC SCHRACK - V23057-A0002-A101 / 1393215-4;19F03;5;6;10;20;0;0;0;10,03;;RELAIS;INFO;A0063*F80*;F80;1720799;BCA
000;A0064;RELAIS 6VDC  SCHRACK  5A - V23057-B0001-A101;19C03;2;0;0;0;0;0;23,63;6,11;;RELAIS;;A0064*F7*;F7;ZHPV23057B1A101;BCA
000;A0065;RELAIS 12VDC SCHRACK - V23148-A1105-A101 ;19A15;24;10;20;50;0;0;18,08;9,04;;RELAIS;P1140;A0065*F80*;F80;4226896;BCA
000;A0066;££ PLUS FABRIQUE ££    RELAIS SCHRACK 24VDC 16A - RP330024;;0;0;0;0;0;0;31,9;4,49;;RELAIS;MODELE ARRETE - NE PAS RACHETER;;;;
000;A0067;RELAIS 12VDC SCHRACK 2RT 8A - RTE24012 ;19A10;17;10;25;50;0;0;15,27;3,02;;RELAIS;;A0067*F80*;F80;1986905;BCA
000;A0068;RELAIS 12VDC 5A SCHRACK - PEO14012;19D10;12;4;10;10;0;0;0;2,84;;RELAIS;P0894;A0068*F80*;F80;2536854;BCA
000;A0069;RELAIS  24VDC 12A SCHRACK - RTB14024;19H05;4;0;0;0;0;0;0;2,99;;RELAIS;;A0069*F40*;F40;1175015;BCA
000;A0070;RELAIS 12VDC SCHRACK 8A - RY610012  / RY211012 / 1-1393225-9;19A11;17;6;10;20;0;0;11,07;2,33;;RELAIS;;A0070*E135*;E135;4-1393224-6;BCA
000;A0071;££ OBSOLETE ££ VOIR A4124   RELAIS FUJITSU - 512ND12-W;;0;0;0;0;0;0;24,98;2,18;;RELAIS;££OBSOLETE££;A0071*E117*;E117;32403609604;BCA
000;A0072;££ OBSOLETE ££ (=A0065)RELAIS OEG 12VDC - OUDH-SS-112L4F;;0;0;0;0;0;0;12,44;1,23;;RELAIS;££ OBSOLETE ££;;;;
000;A0073; RELAIS 12VDC  IMO - SRM-1C-S (=A0248) ;19D14;7;2;5;5;0;0;10,62;1,41;;RELAIS;;A0073*F40*;F40;1094019;BCA
000;A0074;RELAIS 12VDC IMO 70A - SRNH70-1A-D1=V23134J1052D642;19H01;3;2;5;10;0;0;22,37;11,32;;RELAIS;;A0074*F80*;F80;5352564;BCA
000;A0075;££ ATT ETAT ££ RELAIS 12VDC IMO - SRBN-1C-SL-12VDC=VE-12H5-K Fujitsu;19B05;104;20;100;100;0;0;0;2,46;;RELAIS;;A0075*F372*;F372;123707787873;BCA
000;A0076;RELAIS 12VDC CNH - 859973 835 NH(=A14375);MEZZANINE;0;0;0;0;0;0;0;138,81;;RELAIS;ACHETER L EQUIVALENT A14375;A0076*F17*;F17;;BCA
000;A0077;RELAIS 12VDC 40/30A - FRC1BC-1S ;19E01 + 21B01;533;80;100;200;0;0;8,88;0,74;;RELAIS;CORRESPONDANCE AVEC A5933 EN 14V;A0077*E73*;E73;FRC1BC-1S DC12;CNI
000;A0078;CLE TUBE POUR ECROU MOLETE 9mm APEM - U1935;;0;0;0;0;0;0;0;40,21;;OUTILLAGE;!! Vendu par 25 chez a.c. !!;A0078*F7*;F7;ZIAU1935;BCA
000;A0079;RELAIS 24VDC REED CELDUC - D31A7100;19E07;28;0;0;0;0;0;0;2,44;;RELAIS;P1013;;;;
000;A0080;RELAIS REED - HE221A1290;;0;0;5;10;0;0;0;10;;RELAIS;;;;;
000;A0081;CAPTEUR DEBITMETRE - AA 303 049 99;;0;0;0;0;0;0;0;60;;CAPTEUR;;A0081*F100*;F100;;BCA
000;A0082;RELAIS 5VDC REED CLARE - PRME15005;19C02;8;0;0;0;0;0;0;5;;RELAIS;;;;;
000;A0083;RELAIS 5VDC REED CLARE - PRMA1A05=VR05R051A;19B02;48;40;100;200;0;0;0;2,83;;RELAIS;;A0083*F7*;F7;HR05A;BCA
000;A0084;RELAIS 12VDC 30A DPDT TYCO - V23084-C2001-A303=V23084-C2002-A403;19D12 + 21A01;544;3;10;20;0;0;42,6;4;;RELAIS;;A0084*F372*;F372;261924305546;BCA
000;A0085;RELAIS 12VDC TYCO - V23072-C1061-A303 OU GOODSKY AR-SS-112D1;19A09 + 21B02;881;250;1008;1008;0;0;12,31;1,78;;RELAIS;;A0085*E106*;E106;V23072C1061A303;BCA
000;A0086;RELAIS 12VDC TYCO - V23076-A1001-C133;19H01;6;2;10;10;0;0;28,2;4,18;;RELAIS;;A0086*F40*;F40;1024021;BCA
000;A0087;RELAIS 12VDC  AXICOM D2N - V23105-A5003-A201;19C10;33;20;100;200;0;0;21,36;2,04;;RELAIS;;A0087*F143*;F143;8-1393792-8;BCA
000;A0088;RELAIS 12VDC GOODSKY - MI-SH-212L ;;0;0;0;0;0;0;0;18,5;;RELAIS;;;;;
000;A0089;RELAIS GOODSKY 12VDC 30A/40A - FRA2C-2-12DC;19A09 + 21A05;660;80;500;500;0;0;16,62;0,58;;RELAIS;;A0089*E73*;E73;FRA2C-S2 DC12V;CNI
000;A0090;RELAIS 8.2Vdc-30Vdc 2A 30W 80°C 530OHMS IREL - PR15E05;MEZZANINE;0;0;0;0;0;0;0;20;;RELAIS;;;;;
000;A0091;RELAIS 12V 2RT 2A 30W 80°C 220OHMS IREL - PR15E07;;0;0;0;0;0;0;0;20;;RELAIS;;;;;
000;A0092;SUPPORT RELAIS 5PTS STANDARD  A SOUDER AVEC COSSES SIMPLE - SO960PCB;19C07;142;20;100;100;0;0;10,85;1,4;;SUPPORT;   VOIR  INFO   -  COSSE  A2670;A0092*F7*;F7;ZHA12CI;BCA
000;A0093;RELAIS FINDER DPDT 12VCC  8A - 41.52.9.012.0010 / G2RL-2-HA-DC12;;0;0;0;0;0;0;15,27;6,66;;RELAIS;VOIR A0067;A0093*E135*;E135;G2RL-2-HA-DC12;BCA
000;A0094;RELAIS 12VDC REED CLARE - VR05R121;19B14;5;0;0;0;0;0;0;2,63;;RELAIS;;A0094*F7*;F7;HR12A;BCA
000;A0095;RELAIS 12VDC OMRON - G5V-2 ;19D11;25;10;50;50;0;0;9,04;2,5;;RELAIS;;A0095*F40*;F40;9949496;BCA
000;A0096;RELAIS 12VDC 15A - JSM1 / MCCMA1-S-DC12V-C;19D15;15;7;15;25;0;0;13,33;1,4;;RELAIS;;A0096*F40*;F40;2008751;BCA
000;A0097;RELAIS 4RT 12VDC 3A SERIE MY4 OMRON - MY4-RS 12DC ;19H03;1;0;0;0;0;0;14,82;5,43;;RELAIS;;A0097*F80*;F80;3949065;BCA
000;A0101;RELAIS 12VDC TE CONNECTIVITY - RT424012 ;19B11;21;5;20;25;0;0;12,09;3,68;;RELAIS;P1393;A0101*F80*;F80;6803830;BCA
000;A0102;RELAIS 12VDC 30A / CI TYCO - T90N1D42-12;19G03;4;2;10;10;0;0;0;4,73;;RELAIS;;A0102*E45*;E45;T90N1D42-12-ND;BCA
000;A0103;RELAIS 24VDC OMRON - G6B-1114P ;19H04;4;2;4;6;0;0;0;3,77;;RELAIS;;A0103*F40*;F40;3460545;BCA
000;A0104;RELAIS 48VDC OMRON - G2R-1-E 48VDC;19F10;1;0;0;0;0;0;0;4,1;;RELAIS;;A0104*E45*;E45;G2R-1-E-DC48-ND;BCA
000;A0105;CABLE RS232 SUBD 9PTS DROIT MALE/FEM LONGUEUR 6M - 11.01.6260;7A04;2;1;3;3;0;0;42,6;5,9;;CABLE;;A0105*F223*;F223;11016260;BCA
000;A0106;ADAPTATEUR POUR TUBE D'ASPIRATION POUR K-371 - 043902;;2;0;0;0;0;0;161;78,2;;BUCHI;MAJ PRIX 22/06/2009  FQU;A0106*F23*;F23;043902;BCA
000;A0107;ANTI PROJECTION K-350 / K-355 / K-370 - 043332;BUCHI;2;0;0;0;0;0;1114;746,39;;BUCHI;;A0107*F23*;F23;043332;BCA
000;A0108;RELAIS 12VDC NAIS - S2-L2 ;;0;0;0;0;0;0;0;13,88;;RELAIS;;A0108*F40*;F40;1175729;BCA
000;A0109;RELAIS NEC 12VDC 20A  SPDT-NO - EP2F-B3G1ST = EP2-3N1ST = EP2F-B3N1ST;19B15;63;30;100;200;0;0;42,1;1,67;;RELAIS;EQUIVALENT A EP2-3L1T VOIR INFO;A0109*E46*;E46;551-EP2-3N1ST ;BCA
000;A0110;RELAIS 12VDC OMRON - G5Q-1 12VDC;19C15;1;1;0;0;0;0;0;1,12;;RELAIS;;A0110*E46*;E46;653-G5Q-1-DC12;BCA
000;A0111;RELAIS 12VDC OMRON - G2RL-2-DC12;19A11;22;2;10;10;0;0;9,93;3,11;;RELAIS;EQUIVALENT A0056 ET A0067;A0111*F40*;F40;9950176;BCA
000;A0112;RELAIS 12VDC OMRON - G6B-1174P ;19C12;5;0;1;3;0;0;17,56;7,18;;RELAIS;;A0112*F80*;F80;369753;BCA
000;A0113;RELAIS AUTO 12V 5 BROCHES 12V 20/30A + RES. BOSCH - V23234-A0001-Y042;19A07+21A06;497;200;1000;1000;0;0;20,35;5,8;;RELAIS;###  COMMANDER PAR 1000  ### £INFO£;A0113*F126*;F126;0332209159;BCA
000;A0114;RELAIS SCHRACK - 23057-B1-A101 12VDC;;0;0;0;0;0;0;0;6,69;;RELAIS;;A0114*F80*;F80;1721017;BCA
000;A0115;RELAIS 9VDC FINDER - 30227009 ;19B04;2;0;0;0;0;0;13,56;5;;RELAIS;ACHAT PAR MULTIPLE DE 20;;;;
000;A0116;EMBASE FEM 14PTS CPC AMP - 206043-1;9S04;9;3;3;10;0;0;12,93;4,23;;CONNECTEUR;CONTACT A0599 CP A0235  ;A0116*F40*;F40;1056408;BCA
000;A0118;RELAIS 24VDC 6A - 220VAC1;MEZZANINE;0;0;0;0;0;0;0;20;;RELAIS;;;;;
000;A0119;EMETTEUR FIBRE OPTIQUE INFINEON - SFH756V SP000063814;11A01;40;20;30;50;0;0;68;5;;OPTO-ELECT;CONDITIONNE PAR 125;A0119*F80*;F80;6961838;BCA
000;A0120;PHOTODIODE FIBRE OPTIQUE INFINEON - SFH551-1-1V  =  IF-D97 ;11B01;16;15;25;50;0;0;68;6,94;;OPTO-ELECT;CONDITIONNE PAR 125 CHEZ A.C.;A0120*F7*;F7;ZDOSFH551;BCA
000;A0121;RELAIS 12VDC  OEG - OUAZ-SH-112L 12VDC;19A12;4;1;1;1;0;0;0;3,92;;RELAIS;;A0121*F80*;F80;5117406;BCA
000;A0122;CLAVIER PULVE REGULOR 2 EVRARD - 05CL2100A;4E04;14;7;30;30;0;0;0;55,41;;CLAVIER;PAS DE RETRO-ECLAIRAGE;A0122*F67*;F67;05CL2100A;BCA
000;A0123;CLAVIER PULVE SPRAYMATIC 2  - 04CL1852A;4B04;20;4;10;20;0;0;0;23,5;;CLAVIER;PAS DE RETRO-ECLAIRAGE;A0123*F67*;F67;04CL1852A;BCA
000;A0124;CLAVIER PULVE BLANCHARD REB.1 - 04CL1931A;17B10;108;35;100;100;0;0;0;22;;CLAVIER;PAS DE RETRO-ECLAIRAGE;A0124*F67*;F67;04CL1931A;BCA
000;A0125;CLAVIER PULVE BLANCHARD RSB.2 - P1200016028025;17A05;14;10;30;30;0;0;0;71,12;;CLAVIER;VOIR INFO POUR DIMINUTION COTE CLAVIER;A0125*F258*;F258;;BCA
000;A0126;CLAVIER PULVE BLANCHARD - DPX.2 615;MEZZANINE;0;0;0;0;0;0;0;29,8;;CLAVIER;;;;;
000;A0127;CLAVIER PULVE AGRICONTROL 7000;MEZZANINE;0;0;0;0;0;0;0;30;;CLAVIER;;A0127*E18*;E18;140;CNI
